mapillary_id,longitude,latitude
1529294654156209,-0.14406073,51.52351
456190322758860,-0.14524643,51.53082
932740557838165,-0.14338042,51.524075
1893026914411853,-0.14171219,51.52424
1901446473394897,-0.14256544,51.523983
1901446530061558,-0.14228696,51.523933
1901446596728218,-0.14254445,51.52396
186071610532682,-0.14258718,51.519547
780454169758920,-0.14042749,51.52454
780454379758899,-0.14004631,51.524654
780454393092231,-0.14042461,51.524532
780454399758897,-0.14041921,51.52465
408671394430915,-0.13317823,51.52229
408671437764244,-0.13305767,51.522175
408671477764240,-0.1333592,51.522087
2350952448385124,-0.132214,51.528748
478585200934729,-0.1328019,51.52891
832945258995553,-0.13414606,51.52052
832945268995552,-0.13388668,51.521084
832945272328885,-0.13379106,51.52111
832945275662218,-0.1334973,51.521175
832945278995551,-0.13347638,51.521076
832945282328884,-0.13358603,51.521156
832945285662217,-0.13353199,51.521168
832945298995549,-0.13400672,51.520233
2294351470984417,-0.13942882,51.52306
2294351474317750,-0.13925202,51.522865
2294351477651083,-0.13951054,51.523476
2294351484317749,-0.13976705,51.523006
2294351487651082,-0.13976549,51.523586
2294351500984414,-0.13949358,51.523464
145591204797072,-0.14422196,51.52947
493627868861713,-0.12864277,51.52815
1785807451838075,-0.13605903,51.526955
1785807471838073,-0.13688415,51.52656
1785807485171405,-0.13561034,51.527126
170867879408700,-0.14265616,51.524467
613177846890032,-0.13853586,51.528713
1444098799349595,-0.14407495,51.52723
1444098832682925,-0.14430976,51.527176
2227426811389786,-0.13203251,51.527412
2227426914723109,-0.13393797,51.52668
2227426918056442,-0.13350494,51.52687
2227426931389774,-0.13332531,51.526585
2227426941389773,-0.13317315,51.52639
2227426958056438,-0.13196549,51.526886
2227426978056436,-0.13405746,51.526638
2227426981389769,-0.13122693,51.527557
2227426988056435,-0.13124748,51.527294
2227427008056433,-0.13346672,51.52637
2227427014723099,-0.13081178,51.527386
2227427018056432,-0.13392171,51.526203
2227427021389765,-0.13371976,51.52631
2227427031389764,-0.13396518,51.526073
2227427034723097,-0.1341442,51.526268
2227427038056430,-0.13380305,51.526608
2227427048056429,-0.13377613,51.526615
2227427124723088,-0.13323487,51.526993
2227427131389754,-0.13282809,51.52677
2227427151389752,-0.1329103,51.52695
2227427164723084,-0.13253291,51.5269
842645984696071,-0.12913676,51.519855
1043773746637126,-0.1371949,51.52162
366265108788329,-0.14469413,51.53018
391144949539678,-0.1381306,51.524082
391144952873011,-0.1379751,51.524208
391144992873007,-0.13800438,51.524166
391144996206340,-0.138175,51.52417
1227436548046323,-0.1355453,51.525925
1227436561379655,-0.13584065,51.525593
1227436614712983,-0.13567793,51.52556
1227436621379649,-0.13554315,51.52596
1227436631379648,-0.13618268,51.525448
201479602220442,-0.13885687,51.525265
201479638887105,-0.13842474,51.524937
201479692220433,-0.1388076,51.525227
201479755553760,-0.13911606,51.524956
201479758887093,-0.13841696,51.525063
606052554446976,-0.14231415,51.520264
606052617780303,-0.14200148,51.520382
119666997329203,-0.14417686,51.52472
119667007329202,-0.14408219,51.524662
119667093995860,-0.1441144,51.525047
119667103995859,-0.14425363,51.524677
119667153995854,-0.14401563,51.5248
489135589689843,-0.14449002,51.52424
489135599689842,-0.144226,51.524265
489135633023172,-0.14372046,51.52385
489135703023165,-0.14412837,51.52405
489135706356498,-0.14396977,51.52386
1024361415501755,-0.14469631,51.521156
1024361418835088,-0.14532132,51.52135
1024361735501723,-0.14422223,51.5211
1024361742168389,-0.14425088,51.52109
1024361748835055,-0.14427915,51.521248
182015354217863,-0.13828088,51.524326
182015407551191,-0.13754901,51.52459
182015410884524,-0.13878028,51.52413
182015414217857,-0.13864702,51.523964
182015467551185,-0.13761714,51.52394
381106291761434,-0.12934054,51.527912
381106295094767,-0.1293102,51.527897
381106321761431,-0.12870468,51.528194
1431082387367647,-0.13352303,51.52987
1431082394034313,-0.13343915,51.529816
1431082397367646,-0.13318639,51.529644
1431082404034312,-0.13344,51.52957
5157985597642587,-0.13865384,51.528984
5157985654309248,-0.13904604,51.528584
186542943812660,-0.14413698,51.527073
332265909122362,-0.13386013,51.520126
332265925789027,-0.13380355,51.520275
619190174214266,-0.13825348,51.525757
619190180880932,-0.13816166,51.525738
1054021302417982,-0.12982716,51.524033
1054021455751300,-0.13012624,51.523647
1054021462417966,-0.12944502,51.524128
1054021662417946,-0.13034111,51.5235
1054021699084609,-0.1297623,51.523766
3219593668261557,-0.13763987,51.52147
3219593678261556,-0.13765264,51.521465
3219593681594889,-0.1374039,51.521446
3219593704928220,-0.13730788,51.521244
3219593714928219,-0.13723455,51.521385
3219593721594885,-0.13759637,51.52128
3219593751594882,-0.13763438,51.521408
740075167198292,-0.14437948,51.5196
417828270210832,-0.14493704,51.519596
417828273544165,-0.14333467,51.519947
417828283544164,-0.14504702,51.51986
417828300210829,-0.14460677,51.51974
417828316877494,-0.14469239,51.519917
417828320210827,-0.14478195,51.52012
417828330210826,-0.14530517,51.51975
417828390210820,-0.14455149,51.519875
417828440210815,-0.14400676,51.51987
417828456877480,-0.14509521,51.519684
508770587604266,-0.13083664,51.52326
508770594270932,-0.13472548,51.52163
508770620937596,-0.13084301,51.523487
508770624270929,-0.13116641,51.52312
508770654270926,-0.13020614,51.523544
508770660937592,-0.13349111,51.52204
508770667604258,-0.13396466,51.521935
508770674270924,-0.13178569,51.52288
508770680937590,-0.13364013,51.521973
508770687604256,-0.13229042,51.522602
508770690937589,-0.1343066,51.52173
508770840937574,-0.13184284,51.522858
2315484781962995,-0.13337322,51.519817
168574105652467,-0.13694322,51.523304
776012273761144,-0.1450479,51.51972
776012293761142,-0.1450603,51.519905
1465386724448192,-0.14239503,51.52382
1465386731114858,-0.14255586,51.52364
1465386814448183,-0.14486037,51.523674
1465386844448180,-0.14480442,51.52349
1465386861114845,-0.14454375,51.52375
1465386867781511,-0.14327277,51.523613
1465386871114844,-0.14147694,51.524025
1465386884448176,-0.14241959,51.52385
1465386894448175,-0.14509757,51.5235
1465386964448168,-0.14212139,51.523827
1465387087781489,-0.14291008,51.523594
589962335965435,-0.12958483,51.526466
589962342632101,-0.1296798,51.52661
589962412632094,-0.12965538,51.526535
589962425965426,-0.13001432,51.52664
589962449298757,-0.12964441,51.526543
723822906243210,-0.13810065,51.52465
723822912909876,-0.1377305,51.52464
723822919576542,-0.13762254,51.52464
653605486188440,-0.12903443,51.527916
653605576188431,-0.12966943,51.527905
653605629521759,-0.12902215,51.527863
875254761754677,-0.14147417,51.5243
875254768421343,-0.14152305,51.52429
875254771754676,-0.14142026,51.524315
875254775088009,-0.14145842,51.52442
875254778421342,-0.14111356,51.524654
875254818421338,-0.14128439,51.524693
875254851754668,-0.14047891,51.524845
875254855088001,-0.13988343,51.52472
875254858421334,-0.13945511,51.52491
875254861754667,-0.1397615,51.52482
875254865088000,-0.1394588,51.52489
875254868421333,-0.13943173,51.52543
875254871754666,-0.13979295,51.5253
875254875087999,-0.13967396,51.525097
875254878421332,-0.14006314,51.524998
875254881754665,-0.14015077,51.525173
875254885087998,-0.14088479,51.52478
875254888421331,-0.14083476,51.52461
875254921754661,-0.14176425,51.524273
875254925087994,-0.14180388,51.524464
875254928421327,-0.14088745,51.52472
875254931754660,-0.14121272,51.524548
875254938421326,-0.14076267,51.52456
875254941754659,-0.14123473,51.524456
875254951754658,-0.14163685,51.52456
875254955087991,-0.14185055,51.524303
875254961754657,-0.14016606,51.52472
875254965087990,-0.14125575,51.524483
875254968421323,-0.14135101,51.524357
875254971754656,-0.14087233,51.524864
875254975087989,-0.14157867,51.52461
875254978421322,-0.14042115,51.524834
875254981754655,-0.14122297,51.524734
875254985087988,-0.14046654,51.52486
875254988421321,-0.13980666,51.524742
734349888527231,-0.1449954,51.520416
734349891860564,-0.14510499,51.520584
6139907316035934,-0.13714501,51.52523
6139907322702600,-0.13727474,51.525337
6139907379369261,-0.13669361,51.52523
6139907396035926,-0.13719957,51.525017
175610151730199,-0.1327107,51.527493
175610155063532,-0.13278976,51.527607
543332747573269,-0.14469862,51.52025
543332750906602,-0.14484245,51.520172
789023402264701,-0.14433564,51.524685
789023458931362,-0.14415497,51.524673
789023462264695,-0.14437526,51.52472
1041853709868001,-0.13854955,51.52828
1041853746534664,-0.13846937,51.52826
1041853819867990,-0.13854215,51.528214
1041853869867985,-0.13852589,51.528164
698381738842188,-0.14453472,51.519585
698381772175518,-0.14482178,51.51988
698381778842184,-0.1449016,51.51986
698381782175517,-0.14486168,51.520195
3268893560022480,-0.13634081,51.527752
3268893566689146,-0.13624947,51.527756
5466111566776824,-0.13510488,51.51981
5466111603443487,-0.13396513,51.519855
5466111633443484,-0.13494141,51.519814
5466111670110147,-0.13514778,51.5195
586848323153787,-0.14517343,51.520145
586848363153783,-0.14508358,51.519836
586848366487116,-0.1449988,51.520145
586848373153782,-0.14508122,51.51989
1905701632962776,-0.13839231,51.524918
1905701739629432,-0.13852522,51.524765
1905701752962764,-0.1385747,51.524986
3310673492544076,-0.13475816,51.521347
3310673532544072,-0.13503446,51.521305
3310673575877401,-0.13496196,51.521748
3310673629210729,-0.13536964,51.521233
450048614034700,-0.1323428,51.5196
450048640701364,-0.13234608,51.519604
450048734034688,-0.13234088,51.519604
450137913632770,-0.13579229,51.522026
450138033632758,-0.1357958,51.522022
284991974375529,-0.12859964,51.525246
284991984375528,-0.12911616,51.525776
284991991042194,-0.13067482,51.527725
284992001042193,-0.12897472,51.52546
284992004375526,-0.13082269,51.527195
284992007708859,-0.12844442,51.524918
284992011042192,-0.1311107,51.527412
284992024375524,-0.13057287,51.527775
284992031042190,-0.13057354,51.527565
465111534975571,-0.1384244,51.525078
465111554975569,-0.13843262,51.525093
465111614975563,-0.13868396,51.525173
465111658308892,-0.13864352,51.525066
465111688308889,-0.13834491,51.525288
465111748308883,-0.13834581,51.525288
771741654175056,-0.13870576,51.52576
157573370763954,-0.13841845,51.525146
157573397430618,-0.14118877,51.524384
157573437430614,-0.14114818,51.52434
1584025429218567,-0.1309845,51.526207
1584025542551889,-0.13353609,51.525738
1584025545885222,-0.13050029,51.52579
1584025572551886,-0.13080254,51.526676
1584025575885219,-0.13065246,51.526733
1584025579218552,-0.13102345,51.526634
1584025582551885,-0.13117416,51.526413
1584025585885218,-0.13118057,51.526566
3211152005765393,-0.14540046,51.52548
3211152052432055,-0.14535339,51.525284
148670957772417,-0.1453108,51.52051
148671004439079,-0.14495243,51.52057
144076678278045,-0.13853407,51.52969
144076708278042,-0.13850932,51.529373
144076724944707,-0.13880756,51.52975
144076754944704,-0.13881102,51.529762
701157532784454,-0.14451528,51.528873
701157542784453,-0.14426984,51.528812
2309269489465242,-0.13731882,51.53115
2309269492798575,-0.13657449,51.530838
2309269496131908,-0.13655414,51.530838
2309269502798574,-0.13650481,51.530712
2309269506131907,-0.13628481,51.53114
2309269512798573,-0.13706282,51.531208
2309269522798572,-0.13643222,51.531055
2309269532798571,-0.13579382,51.53124
2309269536131904,-0.13627769,51.530743
990193558909806,-0.14462689,51.525234
1017868952192933,-0.1452524,51.53043
1176252409615919,-0.13844244,51.525253
1176252412949252,-0.13862173,51.525032
1176252416282585,-0.1384631,51.525288
1176252562949237,-0.13863961,51.525043
1176252576282569,-0.13833866,51.525013
1176252589615901,-0.13809703,51.525387
1176252606282566,-0.13819773,51.525383
1176252612949232,-0.13823324,51.52518
1176252702949223,-0.1384889,51.52524
1176252749615885,-0.13823512,51.525177
1176252756282551,-0.13792059,51.525166
1264690475167945,-0.13975531,51.528545
1264690515167941,-0.14086406,51.528675
1264690521834607,-0.14019525,51.528538
1264690538501272,-0.13867052,51.52882
3103800579783916,-0.14306441,51.526245
3103800599783914,-0.14284045,51.526245
3103800699783904,-0.14433569,51.52442
3103800733117234,-0.14366935,51.525627
772445253775762,-0.14481048,51.530598
369642298618475,-0.14478603,51.530533
690452057192996,-0.14333127,51.523952
690452060526329,-0.14337854,51.523853
690452080526327,-0.14281927,51.524063
638371047762533,-0.144609,51.530155
698239233371714,-0.13134201,51.527046
698239563371681,-0.13178706,51.526875
1176698796228586,-0.13777499,51.527115
1265169677534997,-0.14130159,51.52048
1265169680868330,-0.1410637,51.520535
1265169690868329,-0.14128707,51.52042
1265169707534994,-0.1414452,51.520462
1692048251274302,-0.13214587,51.52193
1692048357940958,-0.13165067,51.52151
116246681157269,-0.13203563,51.528595
469284625027471,-0.14483476,51.530178
456310249383269,-0.14491813,51.530293
456310296049931,-0.14447981,51.52977
836157881416954,-0.14354755,51.520573
757878225660261,-0.14460622,51.53002
818539453288471,-0.13436265,51.524075
818539456621804,-0.13286984,51.52282
818539476621802,-0.13260639,51.522556
818539496621800,-0.13359961,51.52346
818539499955133,-0.13418283,51.524025
818539503288466,-0.1343897,51.52424
818539506621799,-0.13284586,51.522755
818539523288464,-0.13343972,51.523155
818539526621797,-0.13438217,51.523983
818539533288463,-0.13411255,51.523926
1004640680809513,-0.14446987,51.523968
1004640757476172,-0.14524178,51.523792
1004640760809505,-0.14417627,51.52404
1004640987476149,-0.1453671,51.524124
1062070128823401,-0.1369094,51.526634
1062070245490056,-0.13721009,51.525547
744861430044494,-0.13916524,51.52699
744861433377827,-0.13900217,51.527084
1688345065233621,-0.13831174,51.527782
1688723961486799,-0.1303325,51.520435
1688723988153463,-0.13022001,51.520443
1688724008153461,-0.13071944,51.520782
597728498617167,-0.13847446,51.52662
597728505283833,-0.13850251,51.526505
611508383466345,-0.13787884,51.52549
611508386799678,-0.13762332,51.52498
611508390133011,-0.13796003,51.525753
611508396799677,-0.13885471,51.524582
611508406799676,-0.13888323,51.524906
611508460133004,-0.13794354,51.525238
749336737706675,-0.14453614,51.52995
817888190033529,-0.13436548,51.530678
817888193366862,-0.1348935,51.531055
817888200033528,-0.13475658,51.530857
817888203366861,-0.13497904,51.531063
181945694886990,-0.13881686,51.519955
181945698220323,-0.13862954,51.52017
181945701553656,-0.13909976,51.51993
181945704886989,-0.13953604,51.51969
181945708220322,-0.13920906,51.519753
855671939220692,-0.1432818,51.5242
1215515789585970,-0.13320601,51.52667
1215515792919303,-0.13364795,51.52666
1215515796252636,-0.13085257,51.52502
1215515799585969,-0.13064149,51.524837
1215515802919302,-0.13369592,51.52675
1215515806252635,-0.13357808,51.52666
1215515809585968,-0.13113737,51.52508
1215515826252633,-0.13398643,51.52659
1215515872919295,-0.13345365,51.52667
1215515876252628,-0.13125947,51.525177
1215515886252627,-0.13362953,51.52652
1215515922919290,-0.13383698,51.526695
1215515936252622,-0.13089818,51.52513
1215516012919281,-0.133446,51.526657
1215516016252614,-0.13413619,51.52675
1215516216252594,-0.13257287,51.526028
1215516219585927,-0.1338126,51.52674
1215516229585926,-0.13340543,51.5262
1215516299585919,-0.13168542,51.525745
1215516302919252,-0.13200805,51.525883
1215516312919251,-0.13208851,51.526123
1448424332865780,-0.13890009,51.526276
1448424712865742,-0.1405007,51.526226
4851754261597253,-0.14453064,51.529827
4851754264930586,-0.14460832,51.529884
321408603912620,-0.13217014,51.5247
321408607245953,-0.13253544,51.52528
321408627245951,-0.1320963,51.52476
321408633912617,-0.13341813,51.525955
355245123454301,-0.14291078,51.521416
1363692454724087,-0.12948434,51.52789
347239581207596,-0.13387364,51.523594
752912479159302,-0.1404688,51.520557
752912552492628,-0.14039347,51.520515
752912589159291,-0.14051647,51.520542
752912595825957,-0.14045975,51.520554
752912639159286,-0.14044644,51.52056
752912682492615,-0.14033225,51.52067
801506137652769,-0.128258,51.524372
1697312677293606,-0.13868251,51.52106
1697312717293602,-0.13918044,51.520782
1697312723960268,-0.13852325,51.52104
1362771744246763,-0.1384508,51.525555
1362771767580094,-0.13846816,51.52566
6933247970031418,-0.12964793,51.52634
6933248036698078,-0.12852344,51.525276
6933248063364742,-0.1290973,51.525845
6933248066698075,-0.12894905,51.525528
6933248073364741,-0.1305963,51.52704
6933248076698074,-0.13027132,51.526974
6933248080031407,-0.13031192,51.527428
6933248083364740,-0.1305105,51.52722
6933248090031406,-0.13008206,51.52655
575583754122800,-0.14515333,51.523296
1075983676757636,-0.13429993,51.520447
1117630805769256,-0.1384778,51.526157
1117630862435917,-0.13855463,51.525894
1117630879102582,-0.13871416,51.52575
1117630892435914,-0.13847774,51.526142
1117630895769247,-0.13876975,51.526028
1117630932435910,-0.1387041,51.525978
296674139820992,-0.14340281,51.53023
1963813127379243,-0.13532417,51.525166
1223868529210051,-0.13312691,51.525745
1223868542543383,-0.13467962,51.5243
1223868632543374,-0.1339897,51.52445
1410161716146026,-0.13076566,51.527176
291699197028350,-0.14336655,51.519703
291699417028328,-0.14325024,51.51997
291699420361661,-0.14275445,51.520073
6311876182162591,-0.13382283,51.52989
6311876248829251,-0.13384606,51.529884
376928341184777,-0.13275877,51.52733
376928354518109,-0.13256407,51.52743
376928361184775,-0.1326389,51.527355
376928377851440,-0.13225062,51.527374
376928411184770,-0.13228512,51.52732
637250774491531,-0.14320335,51.52159
637250794491529,-0.14331064,51.5217
637250831158192,-0.1432174,51.521572
637250851158190,-0.14328046,51.52159
783263232691117,-0.14342254,51.520218
783263239357783,-0.14320062,51.520084
783263259357781,-0.1425076,51.520054
783263279357779,-0.14302446,51.520145
783263292691111,-0.14217734,51.520008
783263299357777,-0.14352581,51.52036
826127711659002,-0.1452381,51.52222
738038431933649,-0.14055623,51.524014
1985025965206883,-0.14452769,51.52246
1985025968540216,-0.14353658,51.520077
1985025971873549,-0.14354192,51.520107
1985025975206882,-0.14383659,51.52115
1985025978540215,-0.14367498,51.52077
1985025981873548,-0.14388123,51.52092
1985025985206881,-0.14415441,51.521915
1985025988540214,-0.14400287,51.521553
1985025991873547,-0.14405796,51.521324
1985025998540213,-0.14425482,51.52226
1985026001873546,-0.14428335,51.52225
1985026061873540,-0.14355655,51.52004
1985026081873538,-0.14343159,51.520294
1985026085206871,-0.14348908,51.520332
1985026088540204,-0.143146,51.520123
1985026091873537,-0.14280637,51.520218
1985026095206870,-0.14349471,51.520065
1085045082409675,-0.13505095,51.52357
1085045085743008,-0.13681103,51.52287
1640761860167325,-0.13221437,51.521095
1640761863500658,-0.13246037,51.520893
1640761926833985,-0.13187805,51.52114
1640761933500651,-0.13253017,51.521027
147704751269293,-0.1434816,51.523834
147704764602625,-0.14285843,51.524036
147704774602624,-0.14306757,51.52383
147704824602619,-0.14333831,51.523823
147704947935940,-0.14312841,51.524025
147704997935935,-0.1433591,51.523964
147705044602597,-0.14336705,51.523937
332463719385561,-0.1438733,51.520916
332463739385559,-0.14371787,51.520546
876829777386783,-0.1421105,51.520184
145434151947958,-0.13873127,51.526398
258437407194298,-0.134829,51.531017
258437447194294,-0.13483049,51.531113
318887800875758,-0.12941876,51.527897
318887804209091,-0.13463756,51.525917
318887807542424,-0.13530497,51.52564
318887810875757,-0.13492386,51.525787
318887814209090,-0.13367738,51.52625
318887817542423,-0.13331746,51.526382
318887820875756,-0.13017792,51.527546
318887824209089,-0.13062616,51.527584
318887830875755,-0.13087851,51.52723
318887834209088,-0.13072562,51.52725
318887840875754,-0.13085695,51.52726
318887847542420,-0.12977338,51.527706
318887850875753,-0.12940091,51.52786
565216711914531,-0.13809067,51.524757
810146153682751,-0.14349647,51.520798
810146180349415,-0.14331716,51.520653
810146263682740,-0.14331076,51.520763
810146287016071,-0.14344957,51.520805
810146293682737,-0.14333999,51.52077
810146297016070,-0.14338814,51.520832
823278122184554,-0.13159794,51.527912
942452967166157,-0.13634457,51.52275
1048404695880483,-0.14313582,51.52046
1048404702547149,-0.14317644,51.52054
1048404712547148,-0.14319311,51.520493
1048404859213800,-0.14300321,51.5205
3559002584326669,-0.13848794,51.530262
3559002587660002,-0.1385482,51.530685
3559002597660001,-0.13858224,51.530567
3559002620993332,-0.13852298,51.53049
3559002624326665,-0.13889885,51.530468
3559002684326659,-0.13852568,51.53063
593995666667523,-0.14340208,51.521442
593995963334160,-0.14287059,51.52061
593996006667489,-0.14480828,51.521008
593996110000812,-0.14321229,51.521336
593996120000811,-0.14329082,51.521458
754108625856892,-0.1438159,51.523937
754108655856889,-0.14433265,51.52328
754108745856880,-0.14388417,51.52401
1408133380116910,-0.13409846,51.523945
300039326172574,-0.1439649,51.521114
300039329505907,-0.14340302,51.521442
300039336172573,-0.14366132,51.52122
300039342839239,-0.1432587,51.521378
300039349505905,-0.14347982,51.52158
300039402839233,-0.14410394,51.521286
300039412839232,-0.14330788,51.5212
300039592839214,-0.14341776,51.521263
300039596172547,-0.1434254,51.52126
300039599505880,-0.1439925,51.52118
633762145580122,-0.14320199,51.529716
720613845697045,-0.13761029,51.526733
720613922363704,-0.13780144,51.526676
720613952363701,-0.13781255,51.526688
720613959030367,-0.13761401,51.526745
1731546653999254,-0.14334872,51.521755
1731546687332584,-0.14310706,51.52082
1731546697332583,-0.14288938,51.52079
1731546700665916,-0.14291288,51.52064
1731546710665915,-0.14252867,51.520855
747326426540602,-0.14351362,51.520935
1374306477136424,-0.14461489,51.52773
462876915282673,-0.14388698,51.52445
462876991949332,-0.14382462,51.524414
462876995282665,-0.1439093,51.524464
462877015282663,-0.14394939,51.524372
462877018615996,-0.14396603,51.524418
1169890960240428,-0.13830324,51.529785
1169890980240426,-0.13832091,51.52939
1169890993573758,-0.13835192,51.52966
1169890996907091,-0.13910489,51.5294
1169891000240424,-0.13900016,51.52928
1169891096907081,-0.13836989,51.52942
1502787721130582,-0.13366163,51.52567
1502787724463915,-0.13424812,51.525425
1502787727797248,-0.13446245,51.525356
369044378527040,-0.14351723,51.52092
369044441860367,-0.14349926,51.52091
977800694105569,-0.133793,51.530167
122337353864239,-0.1396722,51.520645
654939973417305,-0.14376874,51.521034
654940190083950,-0.14370094,51.52093
654940196750616,-0.14377752,51.521053
